
> ppthub@0.1.0 generate-embeddings /Users/ameureka/Desktop/mksaas-ai-ppt-blog
> tsx scripts/generate-embeddings.ts

[Embeddings] ✗ ppt_7c6fbeb1_efec: 褐色书籍枫叶背景的“读万卷书行万里路”读书分享好书推荐PPT...
[Embedding] API error: 403
[Embeddings] ✗ ppt_28f8a49e_36d9: 蓝色商务...
[Embedding] API error: 403
[Embeddings] ✗ ppt_86bd1dc0_400b: 三好学生竞选...
[Embedding] API error: 403
[Embeddings] ✗ ppt_d59e6126_b2c3: 年终总结...
[Embedding] API error: 403
[Embeddings] ✗ ppt_2665543f_ec3a: 褐色时尚女性背景的欧美风商务汇报PPT模板...
[Embeddings] ✓ ppt_1ee6d7f9_7eb8: 年终总结...
[Embeddings] ✓ ppt_f2cc0d05_7f1e: 中国古风...
[Embeddings] ✓ ppt_ed76d329_68d8: 蓝色商务...
[Embeddings] ✓ ppt_476a9da4_f170: 开学主题...
[Embeddings] ✓ ppt_71945379_0079: 年终总结...
[Embeddings] ✓ ppt_175bb189_a732: 年终总结...
[Embeddings] ✓ ppt_4f32114d_8bc5: 商务汇报...
[Embeddings] ✓ ppt_42e3a8b2_0327: 三好学生竞选...
[Embeddings] ✓ ppt_1dc4e874_eb2a: 商务汇报...
[Embeddings] ✓ ppt_a0276633_b625: 商务汇报...
[Embeddings] ✓ ppt_f50bd4c3_65d2: 新生军训...
[Embeddings] ✓ ppt_bcc39184_bdfd: 小学毕业...
[Embeddings] ✓ ppt_68d5c511_f8af: 年终总结...
[Embeddings] ✓ ppt_8f6b18e8_5e93: 商务汇报...
[Embeddings] ✓ ppt_80498280_c141: 情绪管理...
[Embeddings] ✓ ppt_99b6fb58_19e3: 转正述职...
[Embeddings] ✓ ppt_7182a945_a601: 招商计划书...
[Embeddings] ✓ ppt_6a2be8f6_dcb7: 商务汇报...
[Embeddings] ✓ ppt_90f9047e_6d59: 九一八事变...
[Embeddings] ✓ ppt_a9079aff_d339: 学术汇报...
[Embeddings] ✓ ppt_f87aeec7_a5dd: 开学典礼...
[Embeddings] ✓ ppt_5115482b_d3d0: 活动数据分析复盘...
[Embeddings] ✓ ppt_a625d374_d0fc: 开学...
[Embeddings] ✓ ppt_dab2d239_ea5a: 多元创意...
[Embeddings] ✓ ppt_61cf84e2_0d61: 商务汇报...
[Embeddings] ✓ ppt_800f3376_7d5f: 弥散风...
[Embeddings] ✓ ppt_1bb1d3b7_9367: 九一八事变...
[Embeddings] ✓ ppt_0c82b12e_8af6: 幼儿园讲故事...
[Embeddings] ✓ ppt_2f47a88f_9c2a: 情绪管理...
[Embeddings] ✓ ppt_34c9dd06_d98a: 企业介绍...
[Embeddings] ✓ ppt_eedcfed4_5e69: 商务汇报...
[Embeddings] ✓ ppt_288e86fc_20cb: 新生军训...
[Embeddings] ✓ ppt_9fc21004_e5a5: 年终总结...
[Embeddings] ✓ ppt_37c62f8b_5e12: 新学期...
[Embeddings] ✓ ppt_b86affc9_4529: 弥散风...
[Embeddings] ✓ ppt_82520e01_97a0: 高山鹅卵石背景的欧美风时尚画册PPT模板...
[Embeddings] ✓ ppt_91d17df3_d7c7: 开学...
[Embeddings] ✓ ppt_d69d58b0_5cf5: 励志商务风...
[Embeddings] ✓ ppt_682dae8d_bdd2: 商务汇报...
[Embeddings] ✓ ppt_07fb3764_5a05: 开学典礼...
[Embeddings] ✓ ppt_35de6ebf_e428: 励志商务风...
